n_median,p_median,z_median,rp_median,rp_lb68,rp_ub68,rp_lb95,rp_ub95,rz_median,psynth_median,predation_median,mldloss_median,noZoo_median,noMLD_median,zPred_median,zMLD_median,p_maxL_median,p_noZ_median,p_maxMLD_median,light,mld,dmld,r,dps1_median,dps1_lb68,dps1_ub68,dps1_lb95,dps1_ub95,tavg
5.25436328910435,3.24412598489332,3.64215663114931,-0.0149707899780482,-0.0265140196693727,-0.00841974395918042,-0.0265140196693727,-0.00841974395918042,40.3840128532545,0.267576262198511,0.151381366301616,0.137373855277609,0.135685987154799,0.120073218068036,0.107457175875807,-0.0109695939285136,2.96260635837744,3.24412598489332,2.99079343541075,132.002077030463,21.2935710316963,-0.281854766860395,-0.016841926656446,3.41556101291149,2.97328010664291,3.79943174397016,2.97328010664291,3.79943174397016,1
5.26100130687514,3.09627240420912,3.80248597094833,-0.0192088197878128,-0.0297002840894673,-0.00889442859160299,-0.0297002840894673,-0.00889442859160299,45.2706859759734,0.280601994936671,0.156965242005347,0.149347240873554,0.137305426829589,0.12817163306607,0.0807953174415303,-0.00784618551365981,2.86673657862461,3.09627240420912,3.01416991923887,121.092839511961,19.0387328968131,-0.161888490642319,-0.0184260202216755,3.28082559965992,3.0203990845725,3.51503462173928,3.0203990845725,3.51503462173928,2
5.26699063700869,2.95321912428301,3.87399951486554,-0.0181319553945243,-0.0253534572282955,-0.0115750905918366,-0.0253534572282955,-0.0115750905918366,50.7111664171093,0.284058556182001,0.148952704552977,0.15900440141338,0.130906758826922,0.13949556780192,0.0604665706936855,-0.00249365108288366,2.78013679292733,2.95321912428301,3.02157739032094,107.688218555776,17.7436249716746,-0.0419222140628846,-0.0199949679255117,3.13341743788652,2.88923025205316,3.25593537687512,2.88923025205316,3.25593537687512,3
5.27097485328221,2.85667115270757,3.88125671994853,-0.00985886553796005,-0.0189308514341549,-0.0012008032314349,-0.0189308514341549,-0.0012008032314349,54.6901406381235,0.283678366344037,0.137343580155052,0.162459272432712,0.127721450775414,0.151230831542005,0.0490747665683141,-0.00256660954384504,2.72369455449551,2.85667115270757,3.0223302760848,111.745152799518,17.4082472591715,-0.041922213800458,-0.0196115582583003,2.97345769448243,2.66391769744158,3.12947207610226,2.66391769744158,3.12947207610226,4
5.27311827291901,2.8075711366772,3.86699590682443,-0.00503301248836746,-0.0121506792662028,-0.00252993232412746,-0.0121506792662028,-0.00252993232412746,57.0144082934397,0.284510667470063,0.129489760322579,0.166132274889352,0.124395648488064,0.159783257719357,0.044998791567359,-0.00264471342871078,2.68081414199114,2.8075711366772,3.02536025885005,127.428950269647,17.0728695487679,-0.0419222147545465,-0.00457652150829826,2.81656522841602,2.68098093582581,2.92967041227767,2.68098093582581,2.92967041227767,5
5.27518796226856,2.71854603240325,3.79290767440283,-0.0138392851499041,-0.0221101231346672,-0.00831429441118359,-0.0221101231346672,-0.00831429441118359,60.426821745245,0.27354938702765,0.114088230243136,0.178779588150077,0.100458554607726,0.163945712245163,0.03864264263771,0.00873132757140933,2.62357218689002,2.71854603240325,3.02013113317964,110.053928989833,16.7374918307315,0.148291789668301,-0.00932005576918523,2.77995305634964,2.65668418357838,2.87968243167942,2.65668418357838,2.87968243167942,6
5.27624739416821,2.68144588792054,3.63703342482397,0.00026066029417941,-0.00389485543866783,0.00599865669926574,-0.00389485543866783,0.00599865669926574,62.8626398693165,0.263325966941193,0.0941674870786602,0.173680900905003,0.0946390857683297,0.172483075533438,0.0353929344864145,0.0145609251767596,2.62215785007501,2.68144588792054,3.00442060803764,108.558429305473,17.9238261480779,0.262420193165338,-0.0162385337001333,2.70539261019616,2.55775018409042,2.79643946260575,2.55775018409042,2.79643946260575,7
5.27544648969825,2.72865210209077,3.46766148002135,0.00695524897511465,-0.00565246420063847,0.0128611481569923,-0.00565246420063847,0.0128611481569923,60.9695726479007,0.242801705201091,0.0829464414807106,0.155614602099065,0.0919483246518991,0.161956590703772,0.0373464370245644,0.0130185254940494,2.72796669269716,2.72865210209077,2.9754485445396,90.8279706931696,20.0231876934006,0.262420192763617,0.00181050893809501,2.57548434059509,2.35773032198425,2.82291998429933,2.35773032198425,2.82291998429933,8
5.27358625837598,2.8213875727081,3.32139299136696,0.0128748740547199,0.00883972835727685,0.0166146525812412,0.00883972835727685,0.0166146525812412,57.1068058776468,0.228733441731519,0.0788511969419456,0.140990790038686,0.0925962839356639,0.153295951958222,0.0434315498715885,0.0117752090243341,2.86021294086724,2.8213875727081,2.94026870408455,95.5932364506693,22.1225492355095,0.262420191391475,0.00194486547627324,2.58996841209985,2.39319143080699,2.70650208299063,2.39319143080699,2.70650208299063,9
5.27219915064484,2.86930802151517,3.1512293567417,0.00302588865853593,-0.0149264256522335,0.0269928498066098,-0.0149264256522335,0.0269928498066098,54.7364609399354,0.210220918301483,0.0718026299117151,0.139149849298878,0.0745870804822892,0.141661131579102,0.0478789543197199,0.0209978701907222,2.93841602672163,2.86930802151517,2.90509173322793,94.5349301289605,24.2219107666413,0.529512262091044,0.0103635724891348,2.60552733591004,2.43973795871623,2.81215260221074,2.43973795871623,2.81215260221074,10
5.27129225608235,2.89148896504918,2.96454103886727,0.00207866690811326,-0.00899981617444716,0.0125407992735553,-0.00899981617444716,0.0125407992735553,53.7052984955423,0.183133570069408,0.0615341052890849,0.122628960767515,0.0630001090347021,0.123992922951221,0.0489889249361907,0.0206292727179654,3.00840436101379,2.89148896504918,2.86333424155965,80.9278458826435,28.4580088633697,0.618542950870263,0.00530915354524325,2.68843591582311,2.48174706790777,2.90527810803329,2.48174706790777,2.90527810803329,11
5.27120823615035,2.87599012927671,2.79668088583961,-0.0044208330989102,-0.0116626443754231,0.00103062467968741,-0.0116626443754231,0.00103062467968741,53.9956112239008,0.150902542715021,0.0517678748550489,0.105977400913714,0.046688835000447,0.101306836277086,0.04883573965974,0.0174962745338841,3.06722802587738,2.87599012927671,2.81108556775681,66.627854970003,33.4063524703318,0.618542947329998,-0.0105560871612938,2.73090914418506,2.52444730266219,3.01778595025102,2.52444730266219,3.01778595025102,12
5.27136688313845,2.84676137853993,2.64811269943652,-0.00480432207083059,-0.0114515871356117,0.0110141807128421,-0.0114515871356117,0.0110141807128421,55.288937578527,0.129341377317938,0.0430450721876286,0.09358130882741,0.0374779215875659,0.0887381225630554,0.0463673330834417,0.0152188871913754,3.08566747192364,2.84676137853993,2.75263821453468,61.3700482259703,38.3546960489718,0.618542952008132,-0.0181972180887235,2.64646044689471,2.38554802766858,2.8891388483025,2.38554802766858,2.8891388483025,13
5.27313566194003,2.73333602672703,2.39013484650003,-0.0183927326283955,-0.0269941549662983,-0.00553669553965665,-0.0269941549662983,-0.00553669553965665,59.5455250782735,0.117721565155529,0.0310115263286313,0.107598838078967,0.0117725679049997,0.0884971955779622,0.038705032433984,0.0371422125084807,3.00524527733036,2.73333602672703,2.69384208497741,57.6961691264837,43.3030396650368,1.62722563244319,0.001359894775288,2.50088270218492,2.20058855094943,2.81122021408796,2.20058855094943,2.81122021408796,14
5.2747002213339,2.62518749982972,2.07706200085391,-0.00605431077614444,-0.0170366423378877,0.0134999170500355,-0.0170366423378877,0.0134999170500355,64.7728690126026,0.0896234090299087,0.020348816563774,0.0829832316563179,0.00788260962556802,0.0705725311177398,0.0315962291424513,0.0280550126660908,2.96057969947318,2.62518749982972,2.63041377801327,49.5982159346215,56.3208447245823,1.62722563816773,0.012492044114915,2.51176186038723,2.25692497866241,2.77666678851665,2.25692497866241,2.77666678851665,15
5.27569299828743,2.53620302295382,1.80034423470638,-0.00197122766353299,-0.0166745235739923,0.0163359103029661,-0.0166745235739923,0.0163359103029661,69.049502547014,0.0702937511554738,0.0144151403108284,0.0679648503690448,0.00326907253132989,0.0568463373662007,0.0268212952599589,0.0226921221891045,2.92912923536863,2.53620302295382,2.56753121702921,45.6495964466499,69.3386498299241,1.62722562981686,-0.02287201603442,2.61169821330655,2.51862862329949,2.76459155749035,2.51862862329949,2.76459155749035,16
5.27657240568232,2.44633100165139,1.54089869420094,0.00486454904292995,-0.00568781775690875,0.0139003828763536,-0.00568781775690875,0.0139003828763536,73.5648294669193,0.0567304559883141,0.0104502566171607,0.0591001487865585,-0.00146441945694007,0.0471116852325911,0.022826079692166,0.0205074473701547,2.88533929229243,2.44633100165139,2.50160936972547,41.3356180080861,82.3564548684591,1.72988342001001,-0.00857269521585502,2.39198746448471,2.10619173292587,2.71640684258135,2.10619173292587,2.71640684258135,17
5.2780111928466,2.304038641043,1.25130934740756,-0.00209361250448001,-0.027464897823668,0.00893397068704385,-0.027464897823668,0.00893397068704385,80.3461009922828,0.0436915464910571,0.00694100504281477,0.0593537645444071,-0.0147906066687518,0.0374702384450195,0.0174441307345167,0.0260867422992151,2.80666615132855,2.304038641043,2.43446891381565,35.0885052484029,96.1955222285391,2.448487949849,-0.0420637350720403,2.2890833694117,2.06657811751486,2.49843178316414,2.06657811751486,2.49843178316414,18
5.27937283110356,2.1430636615488,0.952503888093538,-0.00343585473427545,-0.0148722321919946,0.00746067983923599,-0.0148722321919946,0.00746067983923599,88.9277269770895,0.0329954295654981,0.00439819660170821,0.0481994763417437,-0.0145911084912366,0.0289718205696252,0.012766740444505,0.0207373063188193,2.73820017247608,2.1430636615488,2.36979992382784,29.5540476788499,115.783425827331,2.44848795058166,0.011773725720703,1.86767173381257,1.23086987044535,2.33549690850821,1.23086987044535,2.33549690850821,19
5.28032052715861,2.00475248615223,0.672727989071383,-0.00330026053900037,-0.0245810598605512,0.00532205830218056,-0.0245810598605512,0.00532205830218056,96.7645104351613,0.027098578450851,0.00296601062161636,0.0408739546075483,-0.0134045921593591,0.0243245212825059,0.00983417108829359,0.0172581842260735,2.68065241081654,2.00475248615223,2.30407896494035,28.5547799600051,135.371329431984,2.44848795916968,0.0256931798882594,1.84809150744779,1.61972747460445,2.03246563480419,1.61972747460445,2.03246563480419,20
5.28116689058674,1.86797607327439,0.403438238427552,-0.00574057704011395,-0.0274709681993882,0.00285880212594752,-0.0274709681993882,0.00285880212594752,104.429774593399,0.0218926969666539,0.0019824760469282,0.0378294710375421,-0.015624782319541,0.0199385638337717,0.00754616395791398,0.0169680687572112,2.62468155334437,1.86797607327439,2.24078736019556,26.1934419345926,154.959233105342,2.37108417746425,-0.0268227539266605,1.95734352695832,1.47257375341521,2.51350211720234,1.47257375341521,2.51350211720234,21
5.28195332409645,1.73532674214734,0.130323919492196,-0.00375559055948082,-0.0225972952477411,0.00570951829790059,-0.0225972952477411,0.00570951829790059,112.053038144814,0.0215851443614226,0.00127356663858074,0.0370726676764624,-0.015209514683729,0.0204481452980904,0.00572584297805851,0.0174604042431426,2.56249525257614,1.73532674214734,2.17300734000439,26.8337148355318,173.927906525056,2.24207796389525,0.013013267948359,1.65371299125313,1.38914189088704,2.18050761772108,1.38914189088704,2.18050761772108,22
5.28317902956489,1.5263830013673,-0.243269909896704,0.00353349016882412,-0.0100461931538122,0.0131352495425006,-0.0100461931538122,0.0131352495425006,122.985629568035,0.0198015002297469,0.000680237070909958,0.0526960866413267,-0.0325898940085996,0.0191596961565261,0.0037484735935473,0.0361994484937477,2.43056181158287,1.5263830013673,2.10757421206906,25.3558939007436,191.864530236218,5.31366131958881,0.0334896103101523,1.6218688705109,0.987212813403971,2.27686193481989,0.987212813403971,2.27686193481989,23
5.28367003982838,1.42227099446104,-0.416234978165679,0.00347490508211444,-0.00180149433189999,0.0072205478402658,-0.00180149433189999,0.0072205478402658,131.053616091869,0.0170869791559152,0.000484833689713904,0.0132924205477482,0.00397069616350304,0.0166062116411011,0.00283526982243501,0,2.38739887715149,1.42227099446104,2.07132021349441,27.2047470765029,220.488392204523,0,0,1.82313361326189,1.32561179708897,2.36556379649006,1.32561179708897,2.36556379649006,24
5.28359580929368,1.40901110970531,-0.576428406341709,0.0047767835675919,-0.00151207504363075,0.00769226826891434,-0.00151207504363075,0.00769226826891434,131.298728226639,0.0183138276421386,0.000413211122584955,0.0241085414074366,-0.00560092876132679,0.0179223162635087,0.00282158023024403,0.0092316774706354,2.4243525117367,1.40901110970531,2.01484947807872,28.7892336417641,220.488392204523,1.97655383579932,0.0150706887625611,1.82313361326189,1.32561179708897,2.36556379649006,1.32561179708897,2.36556379649006,25
5.28341148309981,1.41485655751372,-0.741976664609347,0.00632349689237689,0.00138053675249829,0.0109464260781037,0.00138053675249829,0.0109464260781037,131.523693712214,0.0188901522381295,0.000342611815576727,0.0152347874311262,0.00384121752712438,0.0186167357271043,0.0028058300273313,-0.00147996755479706,2.46600378451948,1.41485655751372,1.9563617109695,31.802185578802,236.300822890918,-0.405266410263011,0.0159716788527756,1.86191153733086,1.55559805102744,2.24801894581467,1.55559805102744,2.24801894581467,26
5.28303541625803,1.45876503605781,-0.868904545034114,0.00917460546375853,0.00465165843336008,0.0142149744219577,0.00465165843336008,0.0142149744219577,129.3070326689,0.0219570112023629,0.000312559153117572,0.0152281138106662,0.00688012590579431,0.0217101483438224,0.00305359466934878,-0.00197031006290557,2.52036918560962,1.45876503605781,1.90684457704038,34.3492190674997,233.058691608814,-0.405266419732762,-0.0186109821657146,1.9677274224087,1.59233702271228,2.50710574648271,1.59233702271228,2.50710574648271,27
5.28248683160313,1.53490997282212,-0.990099214267638,0.0135452301806222,0.00698920674345014,0.0208270465548578,0.00698920674345014,0.0208270465548578,125.375931709861,0.0265607594954385,0.000299679555479311,0.0153552943877103,0.011389013887962,0.0263223680029157,0.00355741296418811,-0.00247799701679696,2.57777732325753,1.53490997282212,1.87229880835865,39.683083521918,229.816560250952,-0.405266432952567,0.025515439761501,1.79835846559829,1.19074639038234,2.41532919127657,1.19074639038234,2.41532919127657,28
5.28180959237972,1.62610700867203,-1.11116124092905,0.0130130519178114,0.00668011935700504,0.0209272106766032,0.00668011935700504,0.0209272106766032,120.090215976914,0.0264616444219278,0.000297381087640204,0.0149066613616687,0.0116862561555548,0.0261833236755067,0.0043903446076214,-0.00207537261888668,2.64236562541066,1.62610700867203,1.85239456962428,38.3096438359701,226.574428787331,-0.288649239290056,-0.0216491603542667,1.98327126647161,1.50870690090238,2.39503310268312,1.50870690090238,2.39503310268312,29
5.28084318052707,1.75490359414468,-1.24427991996278,0.0200281793613986,0.0144417656565781,0.0268380397898515,0.0144417656565781,0.0268380397898515,113.200709379915,0.0336844207718901,0.000301992651150706,0.015688503203896,0.018311338166751,0.0334224480382744,0.00569849965202722,0.000807457382120861,2.71205188657391,1.75490359414468,1.86073882853221,51.330746192535,224.265234873011,0.0612022945458464,0.0389948179879801,1.79745859087458,1.45487461461143,2.42684938744675,1.45487461461143,2.42684938744675,30
5.27964803733742,1.88798804011189,-1.38274683418696,0.0180559284754002,0.0136641862797179,0.0248204376350106,0.0136641862797179,0.0248204376350106,105.555929486211,0.0316904900768465,0.00030672655561257,0.0154518701997693,0.0164601396374622,0.0313858520590875,0.0076065628653667,0.000670689335696248,2.77362685003574,1.88798804011189,1.88540427776237,50.8940891939561,224.754853229377,0.0612023339073194,0.0293818192529776,2.0936445679878,1.82672306578248,2.24675475913499,1.82672306578248,2.24675475913499,31
5.2780557339604,2.04493029175734,-1.5136031623896,0.0236566112561778,0.0185691601419653,0.0293544747652919,0.0185691601419653,0.0293544747652919,97.0960897126989,0.0369690725737185,0.000316701719079661,0.0152551223306139,0.0221614736795535,0.0366991811099565,0.0106398731603403,0.000544814294567317,2.83187623878877,2.04493029175734,1.94472717162173,72.1683035022519,225.244471900636,0.061202289549814,0.00425030786773345,2.31374744551954,1.89080181410758,2.62130348013139,1.89080181410758,2.62130348013139,32
5.27617894527191,2.19911700050222,-1.60631917020416,0.0195272135295553,0.016222820356751,0.0245640930442165,0.016222820356751,0.0245640930442165,88.198983675612,0.032925032043983,0.000337836227266448,0.0147233386003941,0.0185504258933461,0.032564952934442,0.0149421720299802,-0.00548011839306998,2.88980363153689,2.19911700050222,2.01871667405675,70.4768995503007,225.734090217035,-1.54311971144502,0.014341390363421,2.33352894209324,2.07159291566459,2.74596938057163,2.07159291566459,2.74596938057163,33
5.27428314033113,2.33493185625407,-1.65511018975278,0.0186095435044527,0.0151915385858478,0.0257145058375174,0.0151915385858478,0.0257145058375174,80.8593936120923,0.032647321647577,0.000368421058933298,0.0153589690803704,0.0175586303551462,0.0322849256768555,0.0196941124620921,-0.00878287410552621,2.94859605321291,2.33493185625407,2.08728979842489,69.38052588853,213.389132525474,-2.07789372504337,-0.00856127035346348,2.43749095332374,2.05288620115356,3.0412387314962,2.05288620115356,3.0412387314962,34
5.27181589810372,2.49952110468925,-1.66195725537839,0.0250410004850714,0.0152345554519973,0.0375191447428746,0.0152345554519973,0.0375191447428746,72.8928418653747,0.0401058311220692,0.000431545579686916,0.0164015151335956,0.024143431586887,0.0396810420609542,0.0268944325640706,-0.0112760525153237,3.01612296428134,2.49952110468925,2.17389949984842,91.9665788102794,196.765982725127,-2.07789372404375,0.0331457039387762,2.35751956740119,1.85205348753863,2.67743381960735,1.85205348753863,2.67743381960735,35
5.26866468910829,2.67634654443653,-1.62918486029276,0.0229154063152842,0.0139847526766707,0.0430398309760465,0.0139847526766707,0.0430398309760465,64.4458748237883,0.0402357835720188,0.000558885891338783,0.0182970943798099,0.0222287332193663,0.0396064860733234,0.0379346627617984,-0.0155971640878824,3.09863230335272,2.67634654443653,2.26714305925283,85.4198478803837,180.142832932777,-2.07789371696779,-0.00311280730951125,2.611667792422,2.35916418080996,2.93968009216812,2.35916418080996,2.93968009216812,36
5.2646079238795,2.87399987274885,-1.50880553876083,0.0270470854058146,0.00935119421782978,0.0613504211392109,0.00935119421782978,0.0613504211392109,56.0949566226504,0.0491280917985632,0.00083028875031891,0.0214763633847691,0.0279122494823218,0.0481391430977645,0.0550445597879902,-0.0228543173434956,3.20244048850499,2.87399987274885,2.35537833910974,94.6036119443975,163.519683197035,-3.71742558737099,0.0611186551728814,2.57617187919995,2.03147715426234,3.02786553963088,2.03147715426234,3.02786553963088,37
5.25953180448945,3.07164521200668,-1.28267824203313,0.0236160650598492,0.0131059098262438,0.0389155941715839,0.0131059098262438,0.0389155941715839,48.4841069885371,0.0511899790706144,0.00133612808712569,0.0263803441924158,0.0251140689416201,0.0497226260197561,0.0853792098306719,-0.0275089809623373,3.30422417465724,3.07164521200668,2.44169587693803,99.490695592917,133.780278498067,-3.95164442728708,-0.017069532796619,3.065121120583,2.54557181522217,4.4477713453285,2.54557181522217,4.4477713453285,38
5.25314775355201,3.28461403402146,-0.928595059696048,0.0289686321768386,0.0249235197262193,0.0388503387412121,0.0249235197262193,0.0388503387412121,41.2788698790135,0.064622994401756,0.00246799357371649,0.0330077363854087,0.0317239387519006,0.0616547801878926,0.129091531543571,-0.0360448434979923,3.39451270235103,3.28461403402146,2.53176320156667,115.942999715327,102.16712307977,-3.95164442198891,0.0127191279446328,2.92856485821005,2.63441419047198,3.63959921615949,2.63441419047198,3.63959921615949,39
5.24542218363775,3.5201826483082,-0.371070677344073,0.032330546920483,0.0111448381734826,0.0598841472998139,0.0111448381734826,0.0598841472998139,33.8034350207249,0.083223567222099,0.00549426325759625,0.045220041018024,0.0379725118109802,0.0770382591147754,0.180910478792331,-0.0480979041477182,3.48197461955263,3.5201826483082,2.62563991872358,127.669032331348,70.5539677038592,-3.52432395808689,0.030624541567063,3.03031788176711,2.75356942856776,3.4453427439886,2.75356942856776,3.4453427439886,40
5.23722373820312,3.75502800332464,0.28199580524273,0.0295639245445681,-0.0103164881660934,0.0726015784225092,-0.0103164881660934,0.0726015784225092,27.0108907098543,0.121990570269235,0.0129684008226474,0.0801535262749335,0.0425311884489331,0.108260499862347,0.257929806068983,-0.0115783610460447,3.57849796537075,3.75502800332464,2.70782171953461,116.85537686967,42.359376039164,-0.533080641715471,0.0411522362956341,3.27531421430362,2.92499688580994,3.63584549565838,2.92499688580994,3.63584549565838,41
5.23071229501705,3.88251192519727,0.969980961054803,0.00854690770359945,-0.0201721284497255,0.0245606111976901,-0.0201721284497255,0.0245606111976901,23.6053753102002,0.121452799006227,0.0255128541771011,0.087347555121968,0.0337573461781786,0.0945027711713568,0.32281190953782,-0.0129523053994826,3.58024949364951,3.88251192519727,2.7729395549835,118.787358458102,38.0947309054402,-0.533080639074659,-0.00768830225101652,3.60453210466869,2.96616950305817,4.13197621151622,2.96616950305817,4.13197621151622,42
5.22943792167735,3.87453313627108,1.75169825620535,-0.00530923191145318,-0.0205037306696907,0.0139768711755288,-0.0205037306696907,0.0139768711755288,23.6831424685565,0.13851712266164,0.0495294185882029,0.0963753506524773,0.0427121928903602,0.0897210329387728,0.320790501920688,-0.0147376799621446,3.45725869280127,3.87453313627108,2.82958330713971,122.817961561689,33.8300857928429,-0.533080639715825,-0.000281084508369241,3.54302568666056,2.99578415584296,4.07868944150073,2.99578415584296,4.07868944150073,43
5.23158311919855,3.78992812611274,2.49453081453956,-0.0150312625601912,-0.0376766526019842,-3.13388582770053E-06,-0.0376766526019842,-3.13388582770053E-06,25.44865431346,0.175944843684804,0.0867236389783417,0.108201179628713,0.0696867409745594,0.0915913698496796,0.27533596033138,-0.0146828424833812,3.29584894911023,3.78992812611274,2.88239372964655,132.4697071798,29.5654406751163,-0.470274171908288,-0.00443397895703301,3.5407770105936,3.06119007490097,3.9647307706058,3.06119007490097,3.9647307706058,44
5.23884385019574,3.59060433650835,3.04571449927401,-0.0240375171688501,-0.0525376536513642,0.00526009751002534,-0.0525376536513642,0.00526009751002534,30.0207555223147,0.214104397377072,0.122862230422107,0.121520350362627,0.0958269139043411,0.0968106273295229,0.199953758972823,-0.00834252841035749,3.15239085142814,3.59060433650835,2.92805271422085,128.498789699429,25.80324729985,-0.281854765209266,0.00230301337022348,3.50530517893734,3.02516920758835,4.0118046308119,3.02516920758835,4.0118046308119,45
5.2474908010935,3.38975606397766,3.3904114652792,-0.0233456845721,-0.0364228681825937,-0.00334118665194107,-0.0364228681825937,-0.00334118665194107,35.8154539388038,0.238781451148222,0.139358663350866,0.128524294891775,0.115175987623001,0.10378204471794,0.14448041797101,-0.00944024299944998,3.04888640412297,3.38975606397766,2.96062672727929,113.803844711955,23.5484091781759,-0.281854768309946,-0.0135210341234542,3.52372928589913,3.1327987376474,3.86267018790296,3.1327987376474,3.86267018790296,46
