tc,days,years,latmin,lonmin,latmax,lonmax,stDevPC
58,89,1999,50,-45,55,-35,8.30290908788246
59,97,1999,50,-45,55,-35,10.443927774491
60,105,1999,50,-45,55,-35,12.3112629706819
61,113,1999,50,-45,55,-35,10.2524709815741
62,121,1999,50,-45,55,-35,9.3808503792996
63,129,1999,50,-45,55,-35,10.7361842099835
64,137,1999,50,-45,55,-35,20.0662945128513
65,145,1999,50,-45,55,-35,16.2814510821469
66,153,1999,50,-45,55,-35,17.0565450819064
67,161,1999,50,-45,55,-35,17.5693395271353
68,169,1999,50,-45,55,-35,16.4290387072428
69,177,1999,50,-45,55,-35,12.3363352847999
70,185,1999,50,-45,55,-35,10.1403953986964
71,193,1999,50,-45,55,-35,10.0052216497994
72,201,1999,50,-45,55,-35,8.75661991700664
73,209,1999,50,-45,55,-35,12.2729129550806
74,217,1999,50,-45,55,-35,16.7630054191714
75,225,1999,50,-45,55,-35,13.9364985298036
76,233,1999,50,-45,55,-35,18.2929763383495
77,241,1999,50,-45,55,-35,10.4232576312251
78,249,1999,50,-45,55,-35,10.0781520756305
79,257,1999,50,-45,55,-35,6.27998084833713
80,265,1999,50,-45,55,-35,7.56352452115099
81,273,1999,50,-45,55,-35,6.95575171081376
82,281,1999,50,-45,55,-35,16.4587359920907
83,289,1999,50,-45,55,-35,11.5645715910372
84,297,1999,50,-45,55,-35,10.4167715372496
85,305,1999,50,-45,55,-35,8.38787187340055
86,313,1999,50,-45,55,-35,5.47299651665683
87,321,1999,50,-45,55,-35,3.50329648257757
88,329,1999,50,-45,55,-35,7.98717922986125
89,337,1999,50,-45,55,-35,6.82918603281077
90,345,1999,50,-45,55,-35,22.5823695030811
91,353,1999,50,-45,55,-35,20.0957040604309
92,361,1999,50,-45,55,-35,6.03808456435351
93,1,2000,50,-45,55,-35,8.55149547178132
94,9,2000,50,-45,55,-35,8.13229854514791
95,17,2000,50,-45,55,-35,5.47376175304804
96,25,2000,50,-45,55,-35,7.30680968789366
97,33,2000,50,-45,55,-35,7.04989298455685
98,41,2000,50,-45,55,-35,7.82674669473956
99,49,2000,50,-45,55,-35,11.599343661464
100,57,2000,50,-45,55,-35,8.33544684904237
101,65,2000,50,-45,55,-35,7.91953075008847
102,73,2000,50,-45,55,-35,8.12035537528733
103,81,2000,50,-45,55,-35,8.17629542157619
104,89,2000,50,-45,55,-35,10.9761869432711
105,97,2000,50,-45,55,-35,11.7004845459199
106,105,2000,50,-45,55,-35,11.2664507170654
107,113,2000,50,-45,55,-35,11.2618920470997
108,121,2000,50,-45,55,-35,11.6960453685601
109,129,2000,50,-45,55,-35,12.1811488155888
110,137,2000,50,-45,55,-35,15.5032416228205
111,145,2000,50,-45,55,-35,20.8177447925287
112,153,2000,50,-45,55,-35,14.4409555133161
113,161,2000,50,-45,55,-35,15.3315640078805
114,169,2000,50,-45,55,-35,20.2510317710331
115,177,2000,50,-45,55,-35,22.004196228367
116,185,2000,50,-45,55,-35,26.3861238725747
117,193,2000,50,-45,55,-35,21.2922923191166
118,201,2000,50,-45,55,-35,17.8420892873523
119,209,2000,50,-45,55,-35,13.2121026355473
120,217,2000,50,-45,55,-35,11.8010564730889
121,225,2000,50,-45,55,-35,10.6441620279382
122,233,2000,50,-45,55,-35,10.5085936978005
123,241,2000,50,-45,55,-35,11.0872145014423
124,249,2000,50,-45,55,-35,7.26360702676769
125,257,2000,50,-45,55,-35,6.97003550831859
126,265,2000,50,-45,55,-35,6.98992391909236
127,273,2000,50,-45,55,-35,8.22532376729845
128,281,2000,50,-45,55,-35,7.94882293874215
129,289,2000,50,-45,55,-35,6.92751130038817
130,297,2000,50,-45,55,-35,8.84245704174781
131,305,2000,50,-45,55,-35,8.21834265676027
132,313,2000,50,-45,55,-35,8.14018306882216
133,321,2000,50,-45,55,-35,5.25676955258117
134,329,2000,50,-45,55,-35,8.78018883543349
135,337,2000,50,-45,55,-35,8.2293992917373
136,345,2000,50,-45,55,-35,9.29570970460787
137,353,2000,50,-45,55,-35,11.1985127183343
138,361,2000,50,-45,55,-35,11.6879997529178
139,1,2001,50,-45,55,-35,7.31347894719849
140,9,2001,50,-45,55,-35,6.6992973630396
141,17,2001,50,-45,55,-35,7.34266820328422
142,25,2001,50,-45,55,-35,7.59608645628778
143,33,2001,50,-45,55,-35,14.7337469964332
144,41,2001,50,-45,55,-35,7.37663495837947
145,49,2001,50,-45,55,-35,4.80293667252858
146,57,2001,50,-45,55,-35,6.42397226965628
147,65,2001,50,-45,55,-35,7.50828327971258
148,73,2001,50,-45,55,-35,5.84181612199355
149,81,2001,50,-45,55,-35,7.29324267133596
150,89,2001,50,-45,55,-35,7.01556543563528
151,97,2001,50,-45,55,-35,5.6840277387407
152,105,2001,50,-45,55,-35,8.91226367701298
153,113,2001,50,-45,55,-35,6.82409132230752
154,121,2001,50,-45,55,-35,10.2651081540136
155,129,2001,50,-45,55,-35,13.9521884221206
156,137,2001,50,-45,55,-35,16.7807292993547
157,145,2001,50,-45,55,-35,27.1587513370352
158,153,2001,50,-45,55,-35,30.2955208636476
159,161,2001,50,-45,55,-35,17.370065669931
160,169,2001,50,-45,55,-35,12.6735256587576
161,177,2001,50,-45,55,-35,14.9467524885952
162,185,2001,50,-45,55,-35,15.6411633857468
163,193,2001,50,-45,55,-35,12.3302464405106
164,201,2001,50,-45,55,-35,9.18878142426209
165,209,2001,50,-45,55,-35,8.93705363234178
166,217,2001,50,-45,55,-35,10.3296945766722
167,225,2001,50,-45,55,-35,10.3104033935273
168,233,2001,50,-45,55,-35,9.28200581454004
169,241,2001,50,-45,55,-35,8.35359428592777
170,249,2001,50,-45,55,-35,9.78092944595013
171,257,2001,50,-45,55,-35,7.77481511820278
172,265,2001,50,-45,55,-35,31.3340568840076
173,273,2001,50,-45,55,-35,6.59720003674995
174,281,2001,50,-45,55,-35,9.5096546062486
175,289,2001,50,-45,55,-35,7.50871171298111
176,297,2001,50,-45,55,-35,6.97891473478136
177,305,2001,50,-45,55,-35,6.47033834128182
178,313,2001,50,-45,55,-35,7.09065498357839
179,321,2001,50,-45,55,-35,6.07310009450143
180,329,2001,50,-45,55,-35,6.25808982691456
181,337,2001,50,-45,55,-35,6.21091972460085
182,345,2001,50,-45,55,-35,6.13320435507252
183,353,2001,50,-45,55,-35,5.50251105826917
184,361,2001,50,-45,55,-35,4.87154094704867
185,1,2002,50,-45,55,-35,7.22775307261933
186,9,2002,50,-45,55,-35,7.56131457590081
187,17,2002,50,-45,55,-35,8.47313234442199
188,25,2002,50,-45,55,-35,10.8290986556442
189,33,2002,50,-45,55,-35,8.87784986150034
190,41,2002,50,-45,55,-35,8.53648643386216
191,49,2002,50,-45,55,-35,8.27168133490223
192,57,2002,50,-45,55,-35,9.88030493127849
193,65,2002,50,-45,55,-35,11.2268067518945
194,73,2002,50,-45,55,-35,6.59508089119261
195,81,2002,50,-45,55,-35,7.08742300054462
196,89,2002,50,-45,55,-35,7.8234202107896
197,97,2002,50,-45,55,-35,7.5006597797986
198,105,2002,50,-45,55,-35,8.45686562172413
199,113,2002,50,-45,55,-35,6.85799813352611
200,121,2002,50,-45,55,-35,9.01968450937786
201,129,2002,50,-45,55,-35,9.70828170444977
202,137,2002,50,-45,55,-35,14.2390330237881
203,145,2002,50,-45,55,-35,12.3744101030547
204,153,2002,50,-45,55,-35,10.1018181033037
205,161,2002,50,-45,55,-35,11.533677816617
206,169,2002,50,-45,55,-35,14.0281485194792
207,177,2002,50,-45,55,-35,15.6717294733412
208,185,2002,50,-45,55,-35,16.3589481192906
209,193,2002,50,-45,55,-35,18.1465265680216
210,201,2002,50,-45,55,-35,13.0982618359192
211,209,2002,50,-45,55,-35,12.1553619622551
212,217,2002,50,-45,55,-35,12.198117247287
213,225,2002,50,-45,55,-35,13.4535946228723
214,233,2002,50,-45,55,-35,9.28778896681027
215,241,2002,50,-45,55,-35,8.11277061155495
216,249,2002,50,-45,55,-35,7.89503477073797
217,257,2002,50,-45,55,-35,9.85063937208654
218,265,2002,50,-45,55,-35,6.6114986969792
219,273,2002,50,-45,55,-35,15.5417172088995
220,281,2002,50,-45,55,-35,6.67030518743516
221,289,2002,50,-45,55,-35,8.53222532864139
222,297,2002,50,-45,55,-35,11.1907441189667
223,305,2002,50,-45,55,-35,6.59283815737025
224,313,2002,50,-45,55,-35,6.900188217957
225,321,2002,50,-45,55,-35,5.51036616688119
226,329,2002,50,-45,55,-35,7.27960258440937
227,337,2002,50,-45,55,-35,7.23796751432905
228,345,2002,50,-45,55,-35,8.39420210849567
229,353,2002,50,-45,55,-35,7.64733392570679
230,361,2002,50,-45,55,-35,8.08794860674005
1,1,1998,40,-35,45,-25,6.90015800240334
2,9,1998,40,-35,45,-25,5.28804518290783
3,17,1998,40,-35,45,-25,9.29514617573243
4,25,1998,40,-35,45,-25,6.02877067640071
5,33,1998,40,-35,45,-25,7.17239975966343
6,41,1998,40,-35,45,-25,5.718400876018
7,49,1998,40,-35,45,-25,9.44319788985507
8,57,1998,40,-35,45,-25,6.18531773621493
9,65,1998,40,-35,45,-25,8.4422863275453
10,73,1998,40,-35,45,-25,8.30040253316631
11,81,1998,40,-35,45,-25,8.28114815278697
12,89,1998,40,-35,45,-25,8.29999298009528
13,97,1998,40,-35,45,-25,13.4048725332624
14,105,1998,40,-35,45,-25,13.5343130474031
15,113,1998,40,-35,45,-25,10.4999666383461
16,121,1998,40,-35,45,-25,17.621757006095
17,129,1998,40,-35,45,-25,12.616319444725
18,137,1998,40,-35,45,-25,15.7719707781234
19,145,1998,40,-35,45,-25,13.7052924989237
20,153,1998,40,-35,45,-25,11.3438558969903
21,161,1998,40,-35,45,-25,9.3285351986982
22,169,1998,40,-35,45,-25,7.42857157924454
23,177,1998,40,-35,45,-25,5.35822179776008
24,185,1998,40,-35,45,-25,4.60323487140479
25,193,1998,40,-35,45,-25,4.13421688805736
26,201,1998,40,-35,45,-25,4.68276285019801
27,209,1998,40,-35,45,-25,4.33598712811787
28,217,1998,40,-35,45,-25,4.12089514938316
29,225,1998,40,-35,45,-25,2.85369327397111
30,233,1998,40,-35,45,-25,3.91746444566785
31,241,1998,40,-35,45,-25,5.16255615791038
32,249,1998,40,-35,45,-25,3.69262630711271
33,257,1998,40,-35,45,-25,4.78365451413539
34,265,1998,40,-35,45,-25,5.30729382547684
35,273,1998,40,-35,45,-25,4.89223999876466
36,281,1998,40,-35,45,-25,3.17628177481632
37,289,1998,40,-35,45,-25,5.80291342768799
38,297,1998,40,-35,45,-25,5.62613634328224
39,305,1998,40,-35,45,-25,7.39787609149518
40,313,1998,40,-35,45,-25,5.37008816759987
41,321,1998,40,-35,45,-25,6.01578873710234
42,329,1998,40,-35,45,-25,5.62300888926964
43,337,1998,40,-35,45,-25,6.56204641754449
44,345,1998,40,-35,45,-25,8.28919258475949
45,353,1998,40,-35,45,-25,8.51551349194737
46,361,1998,40,-35,45,-25,15.5529240952524
47,1,1999,40,-35,45,-25,11.8658705084651
48,9,1999,40,-35,45,-25,8.22949416642856
49,17,1999,40,-35,45,-25,6.2066415058043
50,25,1999,40,-35,45,-25,6.07622986039993
51,33,1999,40,-35,45,-25,5.63519348806968
52,41,1999,40,-35,45,-25,6.28307718430671
53,49,1999,40,-35,45,-25,7.51570437208255
54,57,1999,40,-35,45,-25,8.00857484077918
55,65,1999,40,-35,45,-25,7.38766514840913
56,73,1999,40,-35,45,-25,7.78401690382102
57,81,1999,40,-35,45,-25,9.00201498878897
58,89,1999,40,-35,45,-25,6.71174051048604
59,97,1999,40,-35,45,-25,18.4780652503255
60,105,1999,40,-35,45,-25,16.2712369671213
61,113,1999,40,-35,45,-25,9.37557050322181
62,121,1999,40,-35,45,-25,9.42650328126281
63,129,1999,40,-35,45,-25,13.7288932815549
64,137,1999,40,-35,45,-25,12.1525605727797
65,145,1999,40,-35,45,-25,9.57213320806851
66,153,1999,40,-35,45,-25,8.36345459106306
67,161,1999,40,-35,45,-25,7.51092554305262
68,169,1999,40,-35,45,-25,7.02239948711699
69,177,1999,40,-35,45,-25,6.29839457767439
70,185,1999,40,-35,45,-25,4.52742630337328
71,193,1999,40,-35,45,-25,4.01320415112418
72,201,1999,40,-35,45,-25,4.93575170644018
73,209,1999,40,-35,45,-25,6.3549665456741
74,217,1999,40,-35,45,-25,5.21322994575798
75,225,1999,40,-35,45,-25,4.26725058606391
76,233,1999,40,-35,45,-25,4.49562794726821
77,241,1999,40,-35,45,-25,3.17685137924076
78,249,1999,40,-35,45,-25,5.06566607909993
79,257,1999,40,-35,45,-25,5.80879830680099
80,265,1999,40,-35,45,-25,4.31219811451652
81,273,1999,40,-35,45,-25,4.43834719635892
82,281,1999,40,-35,45,-25,5.36343020345627
83,289,1999,40,-35,45,-25,7.85057641433526
84,297,1999,40,-35,45,-25,11.1158410062157
85,305,1999,40,-35,45,-25,6.7770302755008
86,313,1999,40,-35,45,-25,5.47486595919153
87,321,1999,40,-35,45,-25,4.44730638894152
88,329,1999,40,-35,45,-25,6.42143719389937
89,337,1999,40,-35,45,-25,4.40833702586773
90,345,1999,40,-35,45,-25,6.67918630991568
91,353,1999,40,-35,45,-25,9.03478776480905
92,361,1999,40,-35,45,-25,5.40631255218359
93,1,2000,40,-35,45,-25,7.46760929211632
94,9,2000,40,-35,45,-25,5.80608452008721
95,17,2000,40,-35,45,-25,4.70816095040694
96,25,2000,40,-35,45,-25,5.68535314332184
97,33,2000,40,-35,45,-25,6.62348808336917
98,41,2000,40,-35,45,-25,5.39436342976506
99,49,2000,40,-35,45,-25,6.35738876965469
100,57,2000,40,-35,45,-25,8.60264200470698
101,65,2000,40,-35,45,-25,11.7528297059155
102,73,2000,40,-35,45,-25,16.3543049645914
103,81,2000,40,-35,45,-25,9.92576663863554
104,89,2000,40,-35,45,-25,8.3502087935911
105,97,2000,40,-35,45,-25,6.82788136196837
106,105,2000,40,-35,45,-25,8.18624810351197
107,113,2000,40,-35,45,-25,8.05580694018058
108,121,2000,40,-35,45,-25,9.88813440174684
109,129,2000,40,-35,45,-25,11.6276555744767
110,137,2000,40,-35,45,-25,11.7519829253214
111,145,2000,40,-35,45,-25,10.3847980607975
112,153,2000,40,-35,45,-25,7.86833820140264
113,161,2000,40,-35,45,-25,8.80948897027813
114,169,2000,40,-35,45,-25,6.57777296947722
115,177,2000,40,-35,45,-25,7.45785978490645
116,185,2000,40,-35,45,-25,5.27657343867671
117,193,2000,40,-35,45,-25,5.76466857059404
118,201,2000,40,-35,45,-25,5.54101149582134
119,209,2000,40,-35,45,-25,3.90740488079787
120,217,2000,40,-35,45,-25,4.3118892326743
121,225,2000,40,-35,45,-25,3.97296682436427
122,233,2000,40,-35,45,-25,4.76525914014573
123,241,2000,40,-35,45,-25,3.41464761199997
124,249,2000,40,-35,45,-25,4.72754697853961
125,257,2000,40,-35,45,-25,5.2950341472116
126,265,2000,40,-35,45,-25,5.68473062793968
127,273,2000,40,-35,45,-25,4.28945389305316
128,281,2000,40,-35,45,-25,4.16884825921347
129,289,2000,40,-35,45,-25,5.89053497160277
130,297,2000,40,-35,45,-25,5.73516601342606
131,305,2000,40,-35,45,-25,5.25093498937744
132,313,2000,40,-35,45,-25,6.91179894209604
133,321,2000,40,-35,45,-25,7.84236474112112
134,329,2000,40,-35,45,-25,6.88932854227149
135,337,2000,40,-35,45,-25,7.05544369481497
136,345,2000,40,-35,45,-25,7.25907148699769
137,353,2000,40,-35,45,-25,6.55198601021714
138,361,2000,40,-35,45,-25,4.73217327339718
139,1,2001,40,-35,45,-25,4.88783398729438
140,9,2001,40,-35,45,-25,5.82613119274492
141,17,2001,40,-35,45,-25,7.30170298468745
142,25,2001,40,-35,45,-25,5.97003663568487
143,33,2001,40,-35,45,-25,7.57958329274711
144,41,2001,40,-35,45,-25,6.39222473846491
145,49,2001,40,-35,45,-25,8.73680051157496
146,57,2001,40,-35,45,-25,6.76403652508927
147,65,2001,40,-35,45,-25,6.49456526499665
148,73,2001,40,-35,45,-25,5.53202548328717
149,81,2001,40,-35,45,-25,6.59253387856954
150,89,2001,40,-35,45,-25,6.43784782049808
151,97,2001,40,-35,45,-25,8.89851248461876
152,105,2001,40,-35,45,-25,18.7668975796292
153,113,2001,40,-35,45,-25,11.7396515879719
154,121,2001,40,-35,45,-25,13.8661470096386
155,129,2001,40,-35,45,-25,12.8728709656868
156,137,2001,40,-35,45,-25,12.883701231857
157,145,2001,40,-35,45,-25,11.0362036016596
158,153,2001,40,-35,45,-25,11.448372880754
159,161,2001,40,-35,45,-25,8.62363284589451
160,169,2001,40,-35,45,-25,8.76156200272757
161,177,2001,40,-35,45,-25,7.67049388718867
162,185,2001,40,-35,45,-25,8.34746989152642
163,193,2001,40,-35,45,-25,4.81210034818712
164,201,2001,40,-35,45,-25,5.29008757907143
165,209,2001,40,-35,45,-25,3.90052251657257
166,217,2001,40,-35,45,-25,3.42920911932714
167,225,2001,40,-35,45,-25,5.67399241246345
168,233,2001,40,-35,45,-25,5.17401944852908
169,241,2001,40,-35,45,-25,3.66866006649591
170,249,2001,40,-35,45,-25,5.00276267675814
171,257,2001,40,-35,45,-25,4.78769767822538
172,265,2001,40,-35,45,-25,6.16719108865328
173,273,2001,40,-35,45,-25,5.76592232780197
174,281,2001,40,-35,45,-25,4.49542771590872
175,289,2001,40,-35,45,-25,6.68708833898271
176,297,2001,40,-35,45,-25,6.05643403251527
177,305,2001,40,-35,45,-25,5.02381537622037
178,313,2001,40,-35,45,-25,6.26514171684575
179,321,2001,40,-35,45,-25,5.3069335303347
180,329,2001,40,-35,45,-25,8.33413759586475
181,337,2001,40,-35,45,-25,5.65718786132246
182,345,2001,40,-35,45,-25,6.45659859801431
183,353,2001,40,-35,45,-25,7.15578277149074
184,361,2001,40,-35,45,-25,5.48812223007782
185,1,2002,40,-35,45,-25,6.01657739624885
186,9,2002,40,-35,45,-25,5.15052439260132
187,17,2002,40,-35,45,-25,8.20352541480212
188,25,2002,40,-35,45,-25,6.76814565543683
189,33,2002,40,-35,45,-25,7.39294733748061
190,41,2002,40,-35,45,-25,7.09641419876659
191,49,2002,40,-35,45,-25,4.89698102887378
192,57,2002,40,-35,45,-25,6.7649625249752
193,65,2002,40,-35,45,-25,5.72815308473384
194,73,2002,40,-35,45,-25,7.15332304494807
195,81,2002,40,-35,45,-25,6.55219101664929
196,89,2002,40,-35,45,-25,7.37925776812784
197,97,2002,40,-35,45,-25,11.936905253666
198,105,2002,40,-35,45,-25,7.50194439087065
199,113,2002,40,-35,45,-25,15.0053996547298
200,121,2002,40,-35,45,-25,17.8946185031269
201,129,2002,40,-35,45,-25,14.3572253186525
202,137,2002,40,-35,45,-25,10.5035688748939
203,145,2002,40,-35,45,-25,9.49350022806734
204,153,2002,40,-35,45,-25,8.01409932053922
205,161,2002,40,-35,45,-25,8.79605338454395
206,169,2002,40,-35,45,-25,7.31844238356936
207,177,2002,40,-35,45,-25,10.3669015085186
208,185,2002,40,-35,45,-25,8.96738540044907
209,193,2002,40,-35,45,-25,6.06053891674118
210,201,2002,40,-35,45,-25,4.52810306620514
211,209,2002,40,-35,45,-25,4.33725678572656
212,217,2002,40,-35,45,-25,4.2679758684193
213,225,2002,40,-35,45,-25,5.3856139465385
214,233,2002,40,-35,45,-25,12.0334563125804
215,241,2002,40,-35,45,-25,4.06511608626378
216,249,2002,40,-35,45,-25,5.44849877418585
217,257,2002,40,-35,45,-25,5.10769468559523
218,265,2002,40,-35,45,-25,16.1002766144976
219,273,2002,40,-35,45,-25,5.11854820212214
220,281,2002,40,-35,45,-25,6.04120634102183
221,289,2002,40,-35,45,-25,7.57730209005318
222,297,2002,40,-35,45,-25,8.24766613701537
223,305,2002,40,-35,45,-25,10.3246969557156
224,313,2002,40,-35,45,-25,7.45418777612486
225,321,2002,40,-35,45,-25,8.46351636315154
226,329,2002,40,-35,45,-25,8.22941792510114
227,337,2002,40,-35,45,-25,6.48104786201863
228,345,2002,40,-35,45,-25,6.81004607375391
229,353,2002,40,-35,45,-25,6.56773388358714
230,361,2002,40,-35,45,-25,5.94958540597955
1,1,1998,45,-35,50,-25,5.54251826106725
2,9,1998,45,-35,50,-25,7.04559348399176
3,17,1998,45,-35,50,-25,6.38478525429456
4,25,1998,45,-35,50,-25,5.63824952995656
5,33,1998,45,-35,50,-25,7.27307955301446
6,41,1998,45,-35,50,-25,4.91568937214736
7,49,1998,45,-35,50,-25,5.83891759119852
8,57,1998,45,-35,50,-25,5.74358737359276
9,65,1998,45,-35,50,-25,7.24446630977707
10,73,1998,45,-35,50,-25,8.78866121610294
11,81,1998,45,-35,50,-25,7.54528565231149
12,89,1998,45,-35,50,-25,8.24292160090856
13,97,1998,45,-35,50,-25,10.6519524520436
14,105,1998,45,-35,50,-25,12.2983410423691
15,113,1998,45,-35,50,-25,11.3781559190014
16,121,1998,45,-35,50,-25,29.3441145534209
17,129,1998,45,-35,50,-25,14.1805993642064
18,137,1998,45,-35,50,-25,21.4583850138159
19,145,1998,45,-35,50,-25,18.1881775002876
20,153,1998,45,-35,50,-25,17.4312782798447
21,161,1998,45,-35,50,-25,17.3056844586851
22,169,1998,45,-35,50,-25,16.7269952191576
23,177,1998,45,-35,50,-25,10.6324442127872
24,185,1998,45,-35,50,-25,9.34133768281556
25,193,1998,45,-35,50,-25,8.77436463020483
26,201,1998,45,-35,50,-25,6.98010575951364
27,209,1998,45,-35,50,-25,6.4132470717212
28,217,1998,45,-35,50,-25,7.01800871801948
29,225,1998,45,-35,50,-25,5.51102702325625
30,233,1998,45,-35,50,-25,5.22894712428177
31,241,1998,45,-35,50,-25,7.37897097111623
32,249,1998,45,-35,50,-25,6.28728561746493
33,257,1998,45,-35,50,-25,6.9136496107936
34,265,1998,45,-35,50,-25,9.89375857013544
35,273,1998,45,-35,50,-25,6.45783778742981
36,281,1998,45,-35,50,-25,5.37178824427931
37,289,1998,45,-35,50,-25,5.64793282465762
38,297,1998,45,-35,50,-25,7.88763304269297
39,305,1998,45,-35,50,-25,10.2317932139333
40,313,1998,45,-35,50,-25,5.19800397387313
41,321,1998,45,-35,50,-25,7.16430749879922
42,329,1998,45,-35,50,-25,6.60646323594879
43,337,1998,45,-35,50,-25,6.81726004453399
44,345,1998,45,-35,50,-25,6.08227234939511
45,353,1998,45,-35,50,-25,12.0944117378001
46,361,1998,45,-35,50,-25,11.3334483575987
47,1,1999,45,-35,50,-25,7.48758840964567
48,9,1999,45,-35,50,-25,6.96242495192666
49,17,1999,45,-35,50,-25,6.83094246046053
50,25,1999,45,-35,50,-25,5.98828466377489
51,33,1999,45,-35,50,-25,5.30605794741913
52,41,1999,45,-35,50,-25,4.9450081605659
53,49,1999,45,-35,50,-25,6.62524355872436
54,57,1999,45,-35,50,-25,7.61299840523362
55,65,1999,45,-35,50,-25,7.52826971663388
56,73,1999,45,-35,50,-25,7.53284311344795
57,81,1999,45,-35,50,-25,10.4658245864528
58,89,1999,45,-35,50,-25,6.17608003909553
59,97,1999,45,-35,50,-25,17.9351917790927
60,105,1999,45,-35,50,-25,24.164919679081
61,113,1999,45,-35,50,-25,15.3682690212343
62,121,1999,45,-35,50,-25,12.2142000361727
63,129,1999,45,-35,50,-25,12.8613832700922
64,137,1999,45,-35,50,-25,18.5298970876891
65,145,1999,45,-35,50,-25,15.010222384342
66,153,1999,45,-35,50,-25,15.1227820093461
67,161,1999,45,-35,50,-25,16.5239167697342
68,169,1999,45,-35,50,-25,15.1300386436655
69,177,1999,45,-35,50,-25,11.8369772660818
70,185,1999,45,-35,50,-25,10.4794046840776
71,193,1999,45,-35,50,-25,9.42523617893441
72,201,1999,45,-35,50,-25,6.96411816975811
73,209,1999,45,-35,50,-25,7.57282234585714
74,217,1999,45,-35,50,-25,7.10217838910593
75,225,1999,45,-35,50,-25,6.83991021979026
76,233,1999,45,-35,50,-25,7.98082577025137
77,241,1999,45,-35,50,-25,5.38497686127261
78,249,1999,45,-35,50,-25,7.91040264690249
79,257,1999,45,-35,50,-25,6.51452465278324
80,265,1999,45,-35,50,-25,5.47639948056014
81,273,1999,45,-35,50,-25,5.66117478674324
82,281,1999,45,-35,50,-25,8.72000662978806
83,289,1999,45,-35,50,-25,8.20344328001063
84,297,1999,45,-35,50,-25,9.94199379574901
85,305,1999,45,-35,50,-25,8.02392710104488
86,313,1999,45,-35,50,-25,4.84438017018912
87,321,1999,45,-35,50,-25,4.82621920939888
88,329,1999,45,-35,50,-25,6.67768927927721
89,337,1999,45,-35,50,-25,5.11705781076505
90,345,1999,45,-35,50,-25,18.2578411237801
91,353,1999,45,-35,50,-25,17.9575146616026
92,361,1999,45,-35,50,-25,5.05560748279346
93,1,2000,45,-35,50,-25,7.11248914443238
94,9,2000,45,-35,50,-25,5.45969604600504
95,17,2000,45,-35,50,-25,5.59294344827309
96,25,2000,45,-35,50,-25,7.65518148175818
97,33,2000,45,-35,50,-25,7.17935501174868
98,41,2000,45,-35,50,-25,5.69742291806695
99,49,2000,45,-35,50,-25,8.9870161649762
100,57,2000,45,-35,50,-25,8.95486815635996
101,65,2000,45,-35,50,-25,13.6489898994705
102,73,2000,45,-35,50,-25,13.3064027200861
103,81,2000,45,-35,50,-25,12.9433087093885
104,89,2000,45,-35,50,-25,13.4856734909139
105,97,2000,45,-35,50,-25,13.2133035987654
106,105,2000,45,-35,50,-25,9.00300713517318
107,113,2000,45,-35,50,-25,9.05479886986553
108,121,2000,45,-35,50,-25,9.94456276905087
109,129,2000,45,-35,50,-25,14.2183725702607
110,137,2000,45,-35,50,-25,15.1445309786103
111,145,2000,45,-35,50,-25,14.9603512131046
112,153,2000,45,-35,50,-25,10.3282369710907
113,161,2000,45,-35,50,-25,9.53361681304423
114,169,2000,45,-35,50,-25,9.77088911590033
115,177,2000,45,-35,50,-25,12.5155650404112
